EGID_chiff;EWID;Belegungsjahr;Bauperiode;Quartiersgruppe;Quartiersgruppe Name;Wohnungsgroesse;Anz_Kinder;Anz_Erwachsene;HH_Typ;HH_Typ_label;Erstellungsjahr
193-132-130-167-63-88-159-212-46-255-75-204-89-197-167-185-18-147-64-146-168-67-249-226-37-189-121-198-183-38-227-87;1;2017;8022;33;Quartiergruppe St.Fiden;5;0;2;5;Haushalte mit zwei Erwachsenen;2014
130-134-120-77-236-60-101-227-42-149-118-231-27-205-233-150-37-20-132-23-38-85-143-123-118-52-148-122-30-16-228-198;4;2014;8022;35;Quartiergruppe Neudorf;3;0;3;6;Haushalte mit drei oder mehr Erwachsenen;2013
193-240-144-208-236-85-216-239-34-228-214-215-34-142-122-153-200-23-1-199-83-206-233-38-220-164-18-4-249-244-99-74;1;2014;8022;32;Quartiergruppe Langgass - Heiligkreuz;5;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2012
130-134-120-77-236-60-101-227-42-149-118-231-27-205-233-150-37-20-132-23-38-85-143-123-118-52-148-122-30-16-228-198;4;2017;8022;35;Quartiergruppe Neudorf;2;0;2;5;Haushalte mit zwei Erwachsenen;2013
193-240-144-208-236-85-216-239-34-228-214-215-34-142-122-153-200-23-1-199-83-206-233-38-220-164-18-4-249-244-99-74;1;2015;8022;32;Quartiergruppe Langgass - Heiligkreuz;5;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2012
130-134-120-77-236-60-101-227-42-149-118-231-27-205-233-150-37-20-132-23-38-85-143-123-118-52-148-122-30-16-228-198;5;2017;8022;35;Quartiergruppe Neudorf;4;0;1;1;Einpersonenhaushalt;2013
193-240-144-208-236-85-216-239-34-228-214-215-34-142-122-153-200-23-1-199-83-206-233-38-220-164-18-4-249-244-99-74;1;2016;8022;32;Quartiergruppe Langgass - Heiligkreuz;5;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2012
130-134-120-77-236-60-101-227-42-149-118-231-27-205-233-150-37-20-132-23-38-85-143-123-118-52-148-122-30-16-228-198;7;2013;8022;35;Quartiergruppe Neudorf;3;0;1;1;Einpersonenhaushalt;2013
194-160-13-98-164-89-5-18-163-129-120-208-47-152-46-208-236-3-255-196-222-26-181-234-104-165-226-186-138-177-100-49;3;2019;8023;23;Quartiergruppe St.Georgen;3;0;1;1;Einpersonenhaushalt;2019
130-134-120-77-236-60-101-227-42-149-118-231-27-205-233-150-37-20-132-23-38-85-143-123-118-52-148-122-30-16-228-198;7;2014;8022;35;Quartiergruppe Neudorf;3;0;1;1;Einpersonenhaushalt;2013
194-160-13-98-164-89-5-18-163-129-120-208-47-152-46-208-236-3-255-196-222-26-181-234-104-165-226-186-138-177-100-49;6;2019;8023;23;Quartiergruppe St.Georgen;4;0;2;5;Haushalte mit zwei Erwachsenen;2019
130-134-120-77-236-60-101-227-42-149-118-231-27-205-233-150-37-20-132-23-38-85-143-123-118-52-148-122-30-16-228-198;7;2017;8022;35;Quartiergruppe Neudorf;2;0;1;1;Einpersonenhaushalt;2013
195-144-179-158-167-153-216-229-214-126-1-126-250-206-161-128-15-250-131-117-156-90-183-172-220-219-236-250-189-18-38-159;1;2012;8022;35;Quartiergruppe Neudorf;6;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2011
130-134-120-77-236-60-101-227-42-149-118-231-27-205-233-150-37-20-132-23-38-85-143-123-118-52-148-122-30-16-228-198;10;2019;8022;35;Quartiergruppe Neudorf;2;0;1;1;Einpersonenhaushalt;2013
195-255-144-155-70-120-138-140-191-207-191-181-158-172-56-232-103-24-208-159-49-227-90-149-44-124-2-188-192-65-158-142;1;2019;8023;11;Quartiergruppe Winkeln;3;0;2;5;Haushalte mit zwei Erwachsenen;2017
130-134-120-77-236-60-101-227-42-149-118-231-27-205-233-150-37-20-132-23-38-85-143-123-118-52-148-122-30-16-228-198;11;2017;8022;35;Quartiergruppe Neudorf;5;0;2;5;Haushalte mit zwei Erwachsenen;2013
195-255-144-155-70-120-138-140-191-207-191-181-158-172-56-232-103-24-208-159-49-227-90-149-44-124-2-188-192-65-158-142;3;2019;8023;11;Quartiergruppe Winkeln;3;0;3;6;Haushalte mit drei oder mehr Erwachsenen;2017
130-236-108-42-104-141-66-106-247-52-121-43-97-148-232-209-142-145-156-11-145-55-246-41-218-198-58-205-163-237-239-177;1;2017;8022;11;Quartiergruppe Winkeln;4;0;3;6;Haushalte mit drei oder mehr Erwachsenen;2011
195-255-144-155-70-120-138-140-191-207-191-181-158-172-56-232-103-24-208-159-49-227-90-149-44-124-2-188-192-65-158-142;4;2017;8023;11;Quartiergruppe Winkeln;3;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2017
130-236-108-42-104-141-66-106-247-52-121-43-97-148-232-209-142-145-156-11-145-55-246-41-218-198-58-205-163-237-239-177;1;2019;8022;11;Quartiergruppe Winkeln;4;0;3;6;Haushalte mit drei oder mehr Erwachsenen;2011
195-255-144-155-70-120-138-140-191-207-191-181-158-172-56-232-103-24-208-159-49-227-90-149-44-124-2-188-192-65-158-142;6;2018;8023;11;Quartiergruppe Winkeln;3;0;2;5;Haushalte mit zwei Erwachsenen;2017
130-236-108-42-104-141-66-106-247-52-121-43-97-148-232-209-142-145-156-11-145-55-246-41-218-198-58-205-163-237-239-177;2;2012;8022;11;Quartiergruppe Winkeln;3;0;2;5;Haushalte mit zwei Erwachsenen;2011
196-109-203-83-104-100-85-234-74-89-30-195-137-175-193-88-162-151-70-157-244-222-180-241-194-44-126-234-65-207-148-159;1;2019;8022;23;Quartiergruppe St.Georgen;5;3;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2013
130-236-108-42-104-141-66-106-247-52-121-43-97-148-232-209-142-145-156-11-145-55-246-41-218-198-58-205-163-237-239-177;2;2013;8022;11;Quartiergruppe Winkeln;3;0;1;1;Einpersonenhaushalt;2011
196-192-120-165-138-52-14-5-80-49-119-229-166-153-73-104-15-152-186-165-54-199-139-186-154-246-100-41-203-147-167-22;1;2016;8023;31;Quartiergruppe Rotmonten;5;0;1;1;Einpersonenhaushalt;2016
130-236-108-42-104-141-66-106-247-52-121-43-97-148-232-209-142-145-156-11-145-55-246-41-218-198-58-205-163-237-239-177;2;2016;8022;11;Quartiergruppe Winkeln;3;0;1;1;Einpersonenhaushalt;2011
196-208-132-215-37-68-186-128-214-159-33-115-157-184-89-40-16-202-143-235-233-169-207-20-172-107-213-102-133-206-18-70;5;2019;8023;21;Quartiergruppe Rosenberg;4;0;2;5;Haushalte mit zwei Erwachsenen;2019
130-236-108-42-104-141-66-106-247-52-121-43-97-148-232-209-142-145-156-11-145-55-246-41-218-198-58-205-163-237-239-177;2;2019;8022;11;Quartiergruppe Winkeln;3;0;1;1;Einpersonenhaushalt;2011
196-208-132-215-37-68-186-128-214-159-33-115-157-184-89-40-16-202-143-235-233-169-207-20-172-107-213-102-133-206-18-70;12;2019;8023;21;Quartiergruppe Rosenberg;1;0;1;1;Einpersonenhaushalt;2019
130-236-108-42-104-141-66-106-247-52-121-43-97-148-232-209-142-145-156-11-145-55-246-41-218-198-58-205-163-237-239-177;3;2011;8022;11;Quartiergruppe Winkeln;4;0;2;5;Haushalte mit zwei Erwachsenen;2011
196-24-121-245-210-219-180-53-156-143-42-94-131-183-9-172-53-108-104-81-208-73-221-124-185-219-168-70-216-186-184-211;1;2018;8023;31;Quartiergruppe Rotmonten;6;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2017
130-236-108-42-104-141-66-106-247-52-121-43-97-148-232-209-142-145-156-11-145-55-246-41-218-198-58-205-163-237-239-177;4;2018;8022;11;Quartiergruppe Winkeln;4;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2011
196-3-33-121-109-182-93-189-204-3-165-164-123-139-37-31-112-12-139-234-141-215-117-123-36-69-199-167-105-44-128-199;2;2014;8022;33;Quartiergruppe St.Fiden;4;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2012
130-236-108-42-104-141-66-106-247-52-121-43-97-148-232-209-142-145-156-11-145-55-246-41-218-198-58-205-163-237-239-177;5;2012;8022;11;Quartiergruppe Winkeln;3;0;1;1;Einpersonenhaushalt;2011
196-3-33-121-109-182-93-189-204-3-165-164-123-139-37-31-112-12-139-234-141-215-117-123-36-69-199-167-105-44-128-199;2;2015;8022;33;Quartiergruppe St.Fiden;4;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2012
130-236-108-42-104-141-66-106-247-52-121-43-97-148-232-209-142-145-156-11-145-55-246-41-218-198-58-205-163-237-239-177;5;2014;8022;11;Quartiergruppe Winkeln;3;0;1;1;Einpersonenhaushalt;2011
196-3-33-121-109-182-93-189-204-3-165-164-123-139-37-31-112-12-139-234-141-215-117-123-36-69-199-167-105-44-128-199;4;2012;8022;33;Quartiergruppe St.Fiden;4;0;2;5;Haushalte mit zwei Erwachsenen;2012
130-236-108-42-104-141-66-106-247-52-121-43-97-148-232-209-142-145-156-11-145-55-246-41-218-198-58-205-163-237-239-177;5;2019;8022;11;Quartiergruppe Winkeln;3;0;2;5;Haushalte mit zwei Erwachsenen;2011
196-3-33-121-109-182-93-189-204-3-165-164-123-139-37-31-112-12-139-234-141-215-117-123-36-69-199-167-105-44-128-199;5;2015;8022;33;Quartiergruppe St.Fiden;3;0;2;5;Haushalte mit zwei Erwachsenen;2012
130-236-108-42-104-141-66-106-247-52-121-43-97-148-232-209-142-145-156-11-145-55-246-41-218-198-58-205-163-237-239-177;6;2017;8022;11;Quartiergruppe Winkeln;4;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2011
196-3-33-121-109-182-93-189-204-3-165-164-123-139-37-31-112-12-139-234-141-215-117-123-36-69-199-167-105-44-128-199;7;2012;8022;33;Quartiergruppe St.Fiden;2;0;2;5;Haushalte mit zwei Erwachsenen;2012
130-236-108-42-104-141-66-106-247-52-121-43-97-148-232-209-142-145-156-11-145-55-246-41-218-198-58-205-163-237-239-177;6;2018;8022;11;Quartiergruppe Winkeln;4;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2011
196-5-176-54-177-229-48-57-246-228-2-34-245-145-109-194-182-126-226-246-164-251-213-15-251-9-250-95-127-195-90-62;1;2018;8022;24;Quartiergruppe Innenstadt;6;0;1;1;Einpersonenhaushalt;2018
130-236-108-42-104-141-66-106-247-52-121-43-97-148-232-209-142-145-156-11-145-55-246-41-218-198-58-205-163-237-239-177;7;2012;8022;11;Quartiergruppe Winkeln;4;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2011
199-82-239-90-157-14-215-228-45-248-243-125-39-71-84-4-154-103-154-42-102-69-224-201-103-84-35-78-49-17-217-125;2;2013;8022;32;Quartiergruppe Langgass - Heiligkreuz;4;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2011
130-236-108-42-104-141-66-106-247-52-121-43-97-148-232-209-142-145-156-11-145-55-246-41-218-198-58-205-163-237-239-177;7;2016;8022;11;Quartiergruppe Winkeln;4;0;1;1;Einpersonenhaushalt;2011
199-82-239-90-157-14-215-228-45-248-243-125-39-71-84-4-154-103-154-42-102-69-224-201-103-84-35-78-49-17-217-125;3;2016;8022;32;Quartiergruppe Langgass - Heiligkreuz;3;0;1;1;Einpersonenhaushalt;2011
130-236-108-42-104-141-66-106-247-52-121-43-97-148-232-209-142-145-156-11-145-55-246-41-218-198-58-205-163-237-239-177;8;2011;8022;11;Quartiergruppe Winkeln;3;0;1;1;Einpersonenhaushalt;2011
199-82-239-90-157-14-215-228-45-248-243-125-39-71-84-4-154-103-154-42-102-69-224-201-103-84-35-78-49-17-217-125;3;2017;8022;32;Quartiergruppe Langgass - Heiligkreuz;3;0;2;5;Haushalte mit zwei Erwachsenen;2011
130-236-108-42-104-141-66-106-247-52-121-43-97-148-232-209-142-145-156-11-145-55-246-41-218-198-58-205-163-237-239-177;8;2012;8022;11;Quartiergruppe Winkeln;3;0;2;5;Haushalte mit zwei Erwachsenen;2011
199-82-239-90-157-14-215-228-45-248-243-125-39-71-84-4-154-103-154-42-102-69-224-201-103-84-35-78-49-17-217-125;5;2012;8022;32;Quartiergruppe Langgass - Heiligkreuz;3;0;1;1;Einpersonenhaushalt;2011
130-236-108-42-104-141-66-106-247-52-121-43-97-148-232-209-142-145-156-11-145-55-246-41-218-198-58-205-163-237-239-177;8;2015;8022;11;Quartiergruppe Winkeln;3;0;1;1;Einpersonenhaushalt;2011
199-82-239-90-157-14-215-228-45-248-243-125-39-71-84-4-154-103-154-42-102-69-224-201-103-84-35-78-49-17-217-125;6;2014;8022;32;Quartiergruppe Langgass - Heiligkreuz;4;1;1;2;Eine erwachsene Person mit mindestens einer Person unter 18 Jahren;2011
130-236-108-42-104-141-66-106-247-52-121-43-97-148-232-209-142-145-156-11-145-55-246-41-218-198-58-205-163-237-239-177;9;2013;8022;11;Quartiergruppe Winkeln;4;0;2;5;Haushalte mit zwei Erwachsenen;2011
199-82-239-90-157-14-215-228-45-248-243-125-39-71-84-4-154-103-154-42-102-69-224-201-103-84-35-78-49-17-217-125;6;2015;8022;32;Quartiergruppe Langgass - Heiligkreuz;4;2;1;2;Eine erwachsene Person mit mindestens einer Person unter 18 Jahren;2011
130-236-108-42-104-141-66-106-247-52-121-43-97-148-232-209-142-145-156-11-145-55-246-41-218-198-58-205-163-237-239-177;9;2014;8022;11;Quartiergruppe Winkeln;4;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2011
199-82-239-90-157-14-215-228-45-248-243-125-39-71-84-4-154-103-154-42-102-69-224-201-103-84-35-78-49-17-217-125;7;2013;8022;32;Quartiergruppe Langgass - Heiligkreuz;4;0;1;1;Einpersonenhaushalt;2011
130-236-108-42-104-141-66-106-247-52-121-43-97-148-232-209-142-145-156-11-145-55-246-41-218-198-58-205-163-237-239-177;9;2016;8022;11;Quartiergruppe Winkeln;4;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2011
199-82-239-90-157-14-215-228-45-248-243-125-39-71-84-4-154-103-154-42-102-69-224-201-103-84-35-78-49-17-217-125;7;2014;8022;32;Quartiergruppe Langgass - Heiligkreuz;4;0;1;1;Einpersonenhaushalt;2011
130-236-108-42-104-141-66-106-247-52-121-43-97-148-232-209-142-145-156-11-145-55-246-41-218-198-58-205-163-237-239-177;10;2013;8022;11;Quartiergruppe Winkeln;4;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2011
199-82-239-90-157-14-215-228-45-248-243-125-39-71-84-4-154-103-154-42-102-69-224-201-103-84-35-78-49-17-217-125;7;2015;8022;32;Quartiergruppe Langgass - Heiligkreuz;4;0;1;1;Einpersonenhaushalt;2011
131-176-90-52-169-193-98-163-109-191-118-128-156-195-96-161-179-15-33-57-250-43-219-106-176-250-63-215-218-138-237-219;1;2017;8022;33;Quartiergruppe St.Fiden;4;0;1;1;Einpersonenhaushalt;2011
1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72;2;2018;8022;11;Quartiergruppe Winkeln;4;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2017
131-176-90-52-169-193-98-163-109-191-118-128-156-195-96-161-179-15-33-57-250-43-219-106-176-250-63-215-218-138-237-219;2;2011;8022;33;Quartiergruppe St.Fiden;4;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2011
1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72;4;2018;8022;11;Quartiergruppe Winkeln;4;0;2;5;Haushalte mit zwei Erwachsenen;2017
131-176-90-52-169-193-98-163-109-191-118-128-156-195-96-161-179-15-33-57-250-43-219-106-176-250-63-215-218-138-237-219;2;2013;8022;33;Quartiergruppe St.Fiden;4;1;1;2;Eine erwachsene Person mit mindestens einer Person unter 18 Jahren;2011
1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72;8;2017;8022;11;Quartiergruppe Winkeln;4;0;2;5;Haushalte mit zwei Erwachsenen;2017
131-176-90-52-169-193-98-163-109-191-118-128-156-195-96-161-179-15-33-57-250-43-219-106-176-250-63-215-218-138-237-219;2;2014;8022;33;Quartiergruppe St.Fiden;4;0;1;1;Einpersonenhaushalt;2011
1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72;8;2019;8022;11;Quartiergruppe Winkeln;4;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2017
131-176-90-52-169-193-98-163-109-191-118-128-156-195-96-161-179-15-33-57-250-43-219-106-176-250-63-215-218-138-237-219;2;2016;8022;33;Quartiergruppe St.Fiden;4;0;1;1;Einpersonenhaushalt;2011
200-135-75-65-247-70-161-34-70-226-100-160-201-126-106-243-109-13-35-37-217-124-62-110-28-55-180-156-148-82-239-155;2;2011;8022;31;Quartiergruppe Rotmonten;4;0;2;5;Haushalte mit zwei Erwachsenen;2011
133-62-246-249-240-16-66-145-196-94-1-17-143-186-237-33-250-184-62-21-101-29-209-241-54-20-63-251-85-24-178-212;1;2014;8022;33;Quartiergruppe St.Fiden;5;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2014
200-217-202-205-86-77-129-204-170-94-75-191-18-187-16-181-6-121-80-169-36-129-177-130-53-23-213-58-34-220-192-110;1;2018;8022;12;Quartiergruppe Bruggen;3;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2014
136-47-27-91-86-249-193-147-7-6-29-79-198-239-255-171-32-76-234-38-48-108-98-0-248-123-5-9-129-158-243-227;1;2015;8022;13;Quartiergruppe Lachen;3;0;2;5;Haushalte mit zwei Erwachsenen;2011
200-217-202-205-86-77-129-204-170-94-75-191-18-187-16-181-6-121-80-169-36-129-177-130-53-23-213-58-34-220-192-110;2;2014;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2014
136-47-27-91-86-249-193-147-7-6-29-79-198-239-255-171-32-76-234-38-48-108-98-0-248-123-5-9-129-158-243-227;1;2016;8022;13;Quartiergruppe Lachen;3;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2011
200-217-202-205-86-77-129-204-170-94-75-191-18-187-16-181-6-121-80-169-36-129-177-130-53-23-213-58-34-220-192-110;4;2017;8022;12;Quartiergruppe Bruggen;3;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2014
136-47-27-91-86-249-193-147-7-6-29-79-198-239-255-171-32-76-234-38-48-108-98-0-248-123-5-9-129-158-243-227;2;2014;8022;13;Quartiergruppe Lachen;3;0;3;6;Haushalte mit drei oder mehr Erwachsenen;2011
200-217-202-205-86-77-129-204-170-94-75-191-18-187-16-181-6-121-80-169-36-129-177-130-53-23-213-58-34-220-192-110;5;2014;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2014
136-47-27-91-86-249-193-147-7-6-29-79-198-239-255-171-32-76-234-38-48-108-98-0-248-123-5-9-129-158-243-227;3;2019;8022;13;Quartiergruppe Lachen;3;0;2;5;Haushalte mit zwei Erwachsenen;2011
200-217-202-205-86-77-129-204-170-94-75-191-18-187-16-181-6-121-80-169-36-129-177-130-53-23-213-58-34-220-192-110;5;2016;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2014
136-47-27-91-86-249-193-147-7-6-29-79-198-239-255-171-32-76-234-38-48-108-98-0-248-123-5-9-129-158-243-227;4;2013;8022;13;Quartiergruppe Lachen;3;0;1;1;Einpersonenhaushalt;2011
200-217-202-205-86-77-129-204-170-94-75-191-18-187-16-181-6-121-80-169-36-129-177-130-53-23-213-58-34-220-192-110;10;2014;8022;12;Quartiergruppe Bruggen;3;0;1;1;Einpersonenhaushalt;2014
136-47-27-91-86-249-193-147-7-6-29-79-198-239-255-171-32-76-234-38-48-108-98-0-248-123-5-9-129-158-243-227;4;2016;8022;13;Quartiergruppe Lachen;3;0;2;5;Haushalte mit zwei Erwachsenen;2011
200-217-202-205-86-77-129-204-170-94-75-191-18-187-16-181-6-121-80-169-36-129-177-130-53-23-213-58-34-220-192-110;10;2019;8022;12;Quartiergruppe Bruggen;3;0;1;1;Einpersonenhaushalt;2014
136-47-27-91-86-249-193-147-7-6-29-79-198-239-255-171-32-76-234-38-48-108-98-0-248-123-5-9-129-158-243-227;5;2017;8022;13;Quartiergruppe Lachen;3;0;2;5;Haushalte mit zwei Erwachsenen;2011
200-217-202-205-86-77-129-204-170-94-75-191-18-187-16-181-6-121-80-169-36-129-177-130-53-23-213-58-34-220-192-110;11;2018;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2014
136-47-27-91-86-249-193-147-7-6-29-79-198-239-255-171-32-76-234-38-48-108-98-0-248-123-5-9-129-158-243-227;6;2012;8022;13;Quartiergruppe Lachen;3;0;1;1;Einpersonenhaushalt;2011
200-217-202-205-86-77-129-204-170-94-75-191-18-187-16-181-6-121-80-169-36-129-177-130-53-23-213-58-34-220-192-110;12;2014;8022;12;Quartiergruppe Bruggen;4;0;2;5;Haushalte mit zwei Erwachsenen;2014
136-47-27-91-86-249-193-147-7-6-29-79-198-239-255-171-32-76-234-38-48-108-98-0-248-123-5-9-129-158-243-227;6;2018;8022;13;Quartiergruppe Lachen;3;0;1;1;Einpersonenhaushalt;2011
200-217-202-205-86-77-129-204-170-94-75-191-18-187-16-181-6-121-80-169-36-129-177-130-53-23-213-58-34-220-192-110;12;2016;8022;12;Quartiergruppe Bruggen;4;0;2;5;Haushalte mit zwei Erwachsenen;2014
136-47-27-91-86-249-193-147-7-6-29-79-198-239-255-171-32-76-234-38-48-108-98-0-248-123-5-9-129-158-243-227;6;2019;8022;13;Quartiergruppe Lachen;3;0;2;5;Haushalte mit zwei Erwachsenen;2011
200-217-202-205-86-77-129-204-170-94-75-191-18-187-16-181-6-121-80-169-36-129-177-130-53-23-213-58-34-220-192-110;12;2019;8022;12;Quartiergruppe Bruggen;4;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2014
136-47-27-91-86-249-193-147-7-6-29-79-198-239-255-171-32-76-234-38-48-108-98-0-248-123-5-9-129-158-243-227;7;2017;8022;13;Quartiergruppe Lachen;4;0;2;5;Haushalte mit zwei Erwachsenen;2011
200-217-202-205-86-77-129-204-170-94-75-191-18-187-16-181-6-121-80-169-36-129-177-130-53-23-213-58-34-220-192-110;13;2015;8022;12;Quartiergruppe Bruggen;3;0;1;1;Einpersonenhaushalt;2014
136-47-27-91-86-249-193-147-7-6-29-79-198-239-255-171-32-76-234-38-48-108-98-0-248-123-5-9-129-158-243-227;8;2015;8022;13;Quartiergruppe Lachen;3;0;2;5;Haushalte mit zwei Erwachsenen;2011
200-217-202-205-86-77-129-204-170-94-75-191-18-187-16-181-6-121-80-169-36-129-177-130-53-23-213-58-34-220-192-110;14;2018;8022;12;Quartiergruppe Bruggen;4;0;3;6;Haushalte mit drei oder mehr Erwachsenen;2014
136-47-27-91-86-249-193-147-7-6-29-79-198-239-255-171-32-76-234-38-48-108-98-0-248-123-5-9-129-158-243-227;8;2017;8022;13;Quartiergruppe Lachen;3;0;2;5;Haushalte mit zwei Erwachsenen;2011
200-59-171-94-31-63-80-139-237-54-172-60-45-188-114-226-235-160-235-189-96-38-181-251-165-215-40-20-145-253-136-136;1;2011;8022;22;Quartiergruppe Riethüsli;3;0;2;5;Haushalte mit zwei Erwachsenen;2011
136-47-27-91-86-249-193-147-7-6-29-79-198-239-255-171-32-76-234-38-48-108-98-0-248-123-5-9-129-158-243-227;9;2019;8022;13;Quartiergruppe Lachen;2;0;1;1;Einpersonenhaushalt;2011
200-59-171-94-31-63-80-139-237-54-172-60-45-188-114-226-235-160-235-189-96-38-181-251-165-215-40-20-145-253-136-136;1;2014;8022;22;Quartiergruppe Riethüsli;3;0;3;6;Haushalte mit drei oder mehr Erwachsenen;2011
136-47-27-91-86-249-193-147-7-6-29-79-198-239-255-171-32-76-234-38-48-108-98-0-248-123-5-9-129-158-243-227;10;2019;8022;13;Quartiergruppe Lachen;3;0;2;5;Haushalte mit zwei Erwachsenen;2011
200-59-171-94-31-63-80-139-237-54-172-60-45-188-114-226-235-160-235-189-96-38-181-251-165-215-40-20-145-253-136-136;2;2012;8022;22;Quartiergruppe Riethüsli;3;0;2;5;Haushalte mit zwei Erwachsenen;2011
137-61-124-40-53-127-181-160-55-204-177-10-53-177-134-173-33-167-187-168-113-103-144-60-190-169-87-171-32-75-17-188;1;2019;8023;31;Quartiergruppe Rotmonten;2;0;1;1;Einpersonenhaushalt;2016
200-59-171-94-31-63-80-139-237-54-172-60-45-188-114-226-235-160-235-189-96-38-181-251-165-215-40-20-145-253-136-136;3;2016;8022;22;Quartiergruppe Riethüsli;4;0;2;5;Haushalte mit zwei Erwachsenen;2011
137-61-124-40-53-127-181-160-55-204-177-10-53-177-134-173-33-167-187-168-113-103-144-60-190-169-87-171-32-75-17-188;3;2018;8023;31;Quartiergruppe Rotmonten;5;0;2;5;Haushalte mit zwei Erwachsenen;2016
